product,quantity,price,date
Diary,320,62.0,2025-08-29
Diary,125,75.0,2025-09-14
Diary,480,69.0,2025-09-28
Diary,297,62.0,2025-10-12
Diary,484,78.0,2025-09-08
Diary,263,76.0,2025-08-29
Diary,309,67.0,2025-08-12
Diary,106,79.0,2025-08-23
Diary,254,61.0,2025-11-03
Diary,331,64.0,2025-11-03
Diary,169,74.0,2025-09-03
Diary,144,69.0,2025-09-12
Diary,312,61.0,2025-08-27
Diary,448,68.0,2025-08-28
Diary,403,61.0,2025-09-05
Diary,272,75.0,2025-08-23
Diary,218,65.0,2025-10-26
Stapler,158,207.0,2025-08-30
Stapler,303,211.0,2025-10-24
Stapler,484,206.0,2025-08-23
Stapler,401,218.0,2025-10-20
Stapler,327,214.0,2025-11-02
Stapler,474,204.0,2025-10-19
Stapler,101,205.0,2025-09-10
Stapler,304,208.0,2025-08-12
Stapler,323,219.0,2025-10-26
Stapler,221,219.0,2025-10-13
Stapler,237,214.0,2025-10-09
Stapler,467,208.0,2025-10-22
Stapler,147,211.0,2025-08-07
Stapler,374,203.0,2025-09-30
Stapler,192,207.0,2025-08-15
Stapler,493,217.0,2025-10-15
Stapler,412,213.0,2025-09-28
Stapler,143,215.0,2025-09-01
Stapler,164,203.0,2025-08-17
Stapler,295,216.0,2025-10-21
Stapler,466,215.0,2025-11-05
Stapler,419,217.0,2025-09-22
Stapler,110,210.0,2025-10-25
Stapler,442,216.0,2025-10-25
Stapler,318,216.0,2025-10-17
Stapler,332,202.0,2025-08-31
Stapler,258,205.0,2025-10-30
Stapler,405,205.0,2025-10-23
Stapler,104,217.0,2025-08-09
Stapler,160,203.0,2025-10-21
Staple Pins,140,145.0,2025-09-30
Staple Pins,126,133.0,2025-08-27
Staple Pins,371,132.0,2025-11-03
Staple Pins,234,132.0,2025-10-10
Staple Pins,378,134.0,2025-09-26
Staple Pins,218,147.0,2025-10-27
Staple Pins,121,130.0,2025-09-12
Staple Pins,490,131.0,2025-10-22
Staple Pins,455,129.0,2025-10-05
Staple Pins,309,140.0,2025-11-04
Staple Pins,376,141.0,2025-08-11
Staple Pins,412,129.0,2025-10-23
Staple Pins,262,129.0,2025-10-10
Staple Pins,101,141.0,2025-09-29
Staple Pins,235,147.0,2025-10-28
Staple Pins,436,131.0,2025-11-03
Staple Pins,419,141.0,2025-10-04
Staple Pins,148,134.0,2025-10-17
Staple Pins,281,140.0,2025-10-04
Staple Pins,313,136.0,2025-09-14
Staple Pins,328,134.0,2025-08-26
Staple Pins,224,146.0,2025-08-25
Staple Pins,332,132.0,2025-09-07
Staple Pins,421,137.0,2025-10-03
Staple Pins,431,130.0,2025-08-25
Staple Pins,490,129.0,2025-08-22
Staple Pins,197,136.0,2025-08-29
Staple Pins,349,142.0,2025-09-16
Staple Pins,412,145.0,2025-08-27
Staple Pins,402,135.0,2025-09-11
Paper Clips,244,82.0,2025-10-13
Paper Clips,174,80.0,2025-10-16
Paper Clips,109,69.0,2025-11-02
Paper Clips,239,68.0,2025-08-17
Paper Clips,221,79.0,2025-08-27
Paper Clips,146,68.0,2025-09-22
Paper Clips,221,65.0,2025-09-28
Paper Clips,358,67.0,2025-08-22
Paper Clips,159,69.0,2025-08-09
Paper Clips,344,81.0,2025-11-03
Paper Clips,326,84.0,2025-09-03
Paper Clips,227,70.0,2025-08-24
Paper Clips,115,79.0,2025-09-12
Paper Clips,146,66.0,2025-09-03
Paper Clips,237,79.0,2025-08-07
Paper Clips,205,68.0,2025-10-07
Paper Clips,154,79.0,2025-08-23
Paper Clips,320,78.0,2025-10-27
Paper Clips,402,74.0,2025-10-31
Paper Clips,447,76.0,2025-10-29
Paper Clips,494,72.0,2025-08-27
Paper Clips,363,70.0,2025-10-16
Paper Clips,277,79.0,2025-09-17
Paper Clips,288,69.0,2025-10-18
Paper Clips,361,72.0,2025-09-19
Paper Clips,154,76.0,2025-10-30
Paper Clips,445,67.0,2025-10-13
Paper Clips,153,69.0,2025-08-25
Paper Clips,396,84.0,2025-10-22
Paper Clips,122,74.0,2025-08-27
Binder Clips,338,125.0,2025-08-27
Binder Clips,116,121.0,2025-09-24
Binder Clips,181,128.0,2025-09-30
Binder Clips,155,132.0,2025-09-16
Binder Clips,158,130.0,2025-10-26
Binder Clips,434,119.0,2025-08-12
Binder Clips,391,120.0,2025-09-28
Binder Clips,198,128.0,2025-09-04
Binder Clips,404,129.0,2025-08-12
Binder Clips,377,127.0,2025-09-17
Binder Clips,410,130.0,2025-11-01
Binder Clips,190,136.0,2025-10-10
Binder Clips,403,129.0,2025-10-11
Binder Clips,202,126.0,2025-08-09
Binder Clips,406,137.0,2025-10-14
Binder Clips,365,135.0,2025-10-14
Binder Clips,215,121.0,2025-09-27
Binder Clips,141,120.0,2025-09-06
Binder Clips,226,118.0,2025-09-30
Binder Clips,435,136.0,2025-10-10
Binder Clips,437,130.0,2025-09-29
Binder Clips,450,123.0,2025-10-26
Binder Clips,135,135.0,2025-09-06
Binder Clips,233,127.0,2025-10-11
Binder Clips,288,135.0,2025-08-10
Binder Clips,417,132.0,2025-10-15
Binder Clips,241,123.0,2025-09-10
Binder Clips,346,122.0,2025-09-18
Binder Clips,202,119.0,2025-08-22
Binder Clips,141,135.0,2025-09-24
Glue Stick,339,83.0,2025-10-09
Glue Stick,214,93.0,2025-08-15
Glue Stick,214,89.0,2025-10-26
Glue Stick,474,94.0,2025-08-08
Glue Stick,185,87.0,2025-08-23
Glue Stick,251,86.0,2025-08-07
Glue Stick,113,81.0,2025-09-29
Glue Stick,379,82.0,2025-10-13
Glue Stick,216,88.0,2025-09-28
Glue Stick,129,83.0,2025-09-01
Glue Stick,484,86.0,2025-08-09
Glue Stick,388,90.0,2025-09-05
Glue Stick,434,88.0,2025-10-05
Glue Stick,157,89.0,2025-10-09
Glue Stick,179,90.0,2025-09-25
Glue Stick,113,88.0,2025-10-19
Glue Stick,300,91.0,2025-10-08
Glue Stick,308,83.0,2025-09-06
Glue Stick,175,89.0,2025-09-12
Glue Stick,296,94.0,2025-10-24
Glue Stick,431,90.0,2025-10-05
Glue Stick,477,93.0,2025-09-14
Glue Stick,473,82.0,2025-10-06
Glue Stick,207,97.0,2025-10-15
Glue Stick,337,82.0,2025-08-27
Glue Stick,310,95.0,2025-08-28
Glue Stick,219,90.0,2025-10-25
Glue Stick,402,88.0,2025-09-16
Glue Stick,448,96.0,2025-10-18
Glue Stick,270,98.0,2025-09-12
Fevicol Tube,117,56.0,2025-09-25
Fevicol Tube,410,58.0,2025-08-26
Fevicol Tube,302,44.0,2025-10-27
Fevicol Tube,460,56.0,2025-08-18
Fevicol Tube,460,57.0,2025-08-07
Fevicol Tube,203,62.0,2025-10-21
Fevicol Tube,383,45.0,2025-09-27
Fevicol Tube,401,52.0,2025-10-08
Fevicol Tube,445,56.0,2025-10-19
Fevicol Tube,113,61.0,2025-09-01
Fevicol Tube,340,63.0,2025-09-05
Fevicol Tube,134,55.0,2025-10-25
Fevicol Tube,197,56.0,2025-08-18
Fevicol Tube,486,50.0,2025-09-20
Fevicol Tube,281,57.0,2025-08-20
Fevicol Tube,143,52.0,2025-10-26
Fevicol Tube,185,57.0,2025-10-04
Fevicol Tube,444,53.0,2025-10-20
Fevicol Tube,233,56.0,2025-10-13
Fevicol Tube,208,52.0,2025-10-29
Fevicol Tube,298,55.0,2025-10-12
Fevicol Tube,334,46.0,2025-10-18
Fevicol Tube,486,44.0,2025-09-08
Fevicol Tube,480,52.0,2025-10-24
Fevicol Tube,419,58.0,2025-10-02
Fevicol Tube,108,46.0,2025-09-17
Fevicol Tube,304,51.0,2025-08-15
Fevicol Tube,398,63.0,2025-10-06
Fevicol Tube,363,53.0,2025-08-15
Fevicol Tube,227,58.0,2025-09-18
Whiteboard Duster,423,94.0,2025-09-20
Whiteboard Duster,292,103.0,2025-09-23
Whiteboard Duster,159,101.0,2025-11-02
Whiteboard Duster,268,91.0,2025-10-28
Whiteboard Duster,109,92.0,2025-08-08
Whiteboard Duster,264,105.0,2025-09-23
Whiteboard Duster,469,91.0,2025-10-28
Whiteboard Duster,484,98.0,2025-10-20
Whiteboard Duster,308,93.0,2025-08-12
Whiteboard Duster,214,93.0,2025-10-15
Whiteboard Duster,389,98.0,2025-10-07
Whiteboard Duster,266,96.0,2025-11-05
Whiteboard Duster,205,88.0,2025-08-24
Whiteboard Duster,498,93.0,2025-10-29
Whiteboard Duster,453,102.0,2025-10-10
Whiteboard Duster,367,101.0,2025-10-24
Whiteboard Duster,242,88.0,2025-09-18
Whiteboard Duster,412,94.0,2025-10-14
Whiteboard Duster,347,103.0,2025-08-11
Whiteboard Duster,297,89.0,2025-10-15
Whiteboard Duster,223,91.0,2025-09-23
Whiteboard Duster,194,107.0,2025-08-20
Whiteboard Duster,434,100.0,2025-08-23
Whiteboard Duster,471,97.0,2025-10-14
Whiteboard Duster,439,105.0,2025-09-23
Whiteboard Duster,366,88.0,2025-09-16
Whiteboard Duster,433,89.0,2025-10-21
Whiteboard Duster,404,99.0,2025-09-10
Whiteboard Duster,426,100.0,2025-10-24
Whiteboard Duster,391,88.0,2025-08-22
Whiteboard Marker,297,108.0,2025-10-16
Whiteboard Marker,300,111.0,2025-11-04
Whiteboard Marker,355,106.0,2025-08-25
Whiteboard Marker,441,105.0,2025-10-31
Whiteboard Marker,333,119.0,2025-10-23
Whiteboard Marker,201,113.0,2025-09-05
Whiteboard Marker,461,104.0,2025-08-15
Whiteboard Marker,188,114.0,2025-08-19
Whiteboard Marker,454,102.0,2025-10-25
Whiteboard Marker,451,112.0,2025-11-03
Whiteboard Marker,247,104.0,2025-09-19
Whiteboard Marker,161,107.0,2025-08-20
Whiteboard Marker,200,106.0,2025-08-20
Whiteboard Marker,354,102.0,2025-10-11
Whiteboard Marker,486,101.0,2025-09-20
Whiteboard Marker,151,101.0,2025-10-15
Whiteboard Marker,469,109.0,2025-08-24
Whiteboard Marker,400,115.0,2025-10-20
Whiteboard Marker,194,103.0,2025-09-10
Whiteboard Marker,122,112.0,2025-08-22
Whiteboard Marker,400,110.0,2025-09-06
Whiteboard Marker,398,118.0,2025-11-05
Whiteboard Marker,129,115.0,2025-08-09
Whiteboard Marker,479,103.0,2025-09-28
Whiteboard Marker,231,115.0,2025-10-02
Whiteboard Marker,469,108.0,2025-11-04
Whiteboard Marker,403,117.0,2025-09-25
Whiteboard Marker,129,102.0,2025-08-09
Whiteboard Marker,362,105.0,2025-09-18
Whiteboard Marker,177,111.0,2025-09-28
Permanent Marker,108,123.0,2025-08-27
Permanent Marker,103,113.0,2025-08-23
Permanent Marker,152,131.0,2025-08-21
Permanent Marker,198,129.0,2025-10-03
Permanent Marker,245,121.0,2025-09-17
Permanent Marker,159,113.0,2025-08-24
Permanent Marker,234,123.0,2025-10-25
Permanent Marker,456,125.0,2025-10-29
Permanent Marker,387,114.0,2025-10-25
Permanent Marker,425,116.0,2025-10-17
Permanent Marker,292,128.0,2025-08-26
Permanent Marker,451,119.0,2025-08-17
Permanent Marker,245,123.0,2025-10-20
Permanent Marker,437,131.0,2025-10-06
Permanent Marker,232,118.0,2025-08-18
Permanent Marker,168,122.0,2025-10-25
Permanent Marker,310,113.0,2025-10-28
Permanent Marker,385,116.0,2025-08-29
Permanent Marker,281,118.0,2025-09-10
Permanent Marker,490,124.0,2025-09-14
Permanent Marker,499,115.0,2025-09-23
Permanent Marker,277,129.0,2025-10-31
Permanent Marker,271,123.0,2025-10-05
Permanent Marker,158,129.0,2025-09-22
Permanent Marker,469,114.0,2025-10-25
Permanent Marker,202,115.0,2025-11-05
Permanent Marker,209,129.0,2025-08-12
Permanent Marker,414,116.0,2025-08-12
Permanent Marker,451,122.0,2025-08-12
Permanent Marker,490,119.0,2025-09-04
Sketch Pen Set,274,210.0,2025-10-24
Sketch Pen Set,499,213.0,2025-08-08
Sketch Pen Set,164,208.0,2025-09-03
Sketch Pen Set,137,201.0,2025-10-17
Sketch Pen Set,499,208.0,2025-09-05
Sketch Pen Set,485,195.0,2025-09-30
Sketch Pen Set,292,207.0,2025-10-21
Sketch Pen Set,288,210.0,2025-08-21
Sketch Pen Set,378,212.0,2025-10-08
Sketch Pen Set,442,210.0,2025-10-29
Sketch Pen Set,169,207.0,2025-09-30
Sketch Pen Set,161,201.0,2025-09-28
Sketch Pen Set,140,209.0,2025-09-10
Sketch Pen Set,173,196.0,2025-08-16
Sketch Pen Set,394,206.0,2025-09-18
Sketch Pen Set,253,206.0,2025-08-26
Sketch Pen Set,463,201.0,2025-08-21
Sketch Pen Set,381,197.0,2025-10-15
Sketch Pen Set,404,204.0,2025-09-23
Sketch Pen Set,368,208.0,2025-10-04
Sketch Pen Set,331,212.0,2025-08-19
Sketch Pen Set,200,194.0,2025-09-28
Sketch Pen Set,307,204.0,2025-10-05
Sketch Pen Set,242,207.0,2025-09-15
Sketch Pen Set,222,213.0,2025-08-08
Sketch Pen Set,113,207.0,2025-10-09
Sketch Pen Set,449,210.0,2025-10-13
Sketch Pen Set,336,208.0,2025-10-11
Sketch Pen Set,134,194.0,2025-10-09
Sketch Pen Set,328,197.0,2025-10-13
Color Pencils,316,186.0,2025-09-19
Color Pencils,217,183.0,2025-09-08
Color Pencils,422,184.0,2025-08-07
Color Pencils,158,198.0,2025-10-05
Color Pencils,408,197.0,2025-09-16
Color Pencils,350,192.0,2025-09-17
Color Pencils,147,194.0,2025-09-25
Color Pencils,280,198.0,2025-09-22
Color Pencils,474,183.0,2025-10-02
Color Pencils,306,192.0,2025-09-20
Color Pencils,105,200.0,2025-09-24
Color Pencils,322,200.0,2025-09-06
Color Pencils,322,191.0,2025-09-27
Color Pencils,147,200.0,2025-08-17
Color Pencils,138,184.0,2025-10-27
Color Pencils,270,194.0,2025-10-16
Color Pencils,434,201.0,2025-09-24
Color Pencils,211,195.0,2025-08-11
Color Pencils,258,196.0,2025-10-19
Color Pencils,366,196.0,2025-09-02
Color Pencils,490,194.0,2025-09-27
Color Pencils,100,200.0,2025-10-21
Color Pencils,184,200.0,2025-09-09
Color Pencils,186,196.0,2025-09-21
Color Pencils,413,197.0,2025-10-04
Color Pencils,301,187.0,2025-10-27
Color Pencils,329,187.0,2025-09-13
Color Pencils,246,201.0,2025-09-22
Color Pencils,413,188.0,2025-10-25
Color Pencils,368,189.0,2025-08-21
Drawing Book,486,166.0,2025-10-08
Drawing Book,284,152.0,2025-09-17
Drawing Book,295,164.0,2025-08-09
Drawing Book,357,164.0,2025-10-30
Drawing Book,404,170.0,2025-10-17
Drawing Book,196,153.0,2025-08-28
Drawing Book,343,157.0,2025-08-29
Drawing Book,133,160.0,2025-08-12
Drawing Book,143,154.0,2025-08-28
Drawing Book,134,154.0,2025-10-14
Drawing Book,307,165.0,2025-10-03
Drawing Book,334,163.0,2025-10-05
Drawing Book,378,151.0,2025-09-02
Drawing Book,100,162.0,2025-08-30
Drawing Book,104,157.0,2025-09-28
Drawing Book,380,155.0,2025-08-14
Drawing Book,179,154.0,2025-10-28
Drawing Book,148,168.0,2025-08-24
Drawing Book,231,170.0,2025-10-05
Drawing Book,326,163.0,2025-08-19
Drawing Book,229,164.0,2025-10-02
Drawing Book,276,152.0,2025-09-25
Drawing Book,454,163.0,2025-08-28
Drawing Book,177,152.0,2025-10-20
Drawing Book,373,151.0,2025-09-17
Drawing Book,483,156.0,2025-10-31
Drawing Book,293,162.0,2025-08-30
Drawing Book,228,160.0,2025-08-19
Drawing Book,216,154.0,2025-10-03
Drawing Book,321,169.0,2025-09-01
A4 Paper Pack,326,96.0,2025-10-28
A4 Paper Pack,479,97.0,2025-09-05
A4 Paper Pack,127,103.0,2025-10-18
A4 Paper Pack,264,98.0,2025-08-10
A4 Paper Pack,309,106.0,2025-09-26
A4 Paper Pack,464,101.0,2025-10-01
A4 Paper Pack,115,92.0,2025-09-01
A4 Paper Pack,404,109.0,2025-10-04
A4 Paper Pack,377,103.0,2025-09-13
A4 Paper Pack,220,104.0,2025-09-20
A4 Paper Pack,106,106.0,2025-08-15
A4 Paper Pack,164,102.0,2025-10-18
A4 Paper Pack,344,95.0,2025-10-02
A4 Paper Pack,485,104.0,2025-10-25
