product,quantity,price,date
Tea,85,58.21,2025-08-13
Tea,190,149.7,2025-07-06
Tea,103,94.92,2025-07-05
Tea,51,428.52,2025-08-21
Tea,66,307.59,2025-08-16
Tea,12,234.79,2025-08-19
Tea,70,562.96,2025-06-28
Tea,150,463.95,2025-08-18
Coffee,138,328.72,2025-08-19
Coffee,174,344.46,2025-07-27
Coffee,28,110.26,2025-06-27
Coffee,155,34.64,2025-07-14
Coffee,150,155.84,2025-07-20
Coffee,173,331.29,2025-07-26
Coffee,196,594.78,2025-08-11
Coffee,78,395.24,2025-08-19
Coffee,121,459.73,2025-07-04
Coffee,185,563.01,2025-07-02
Coffee,182,26.65,2025-08-21
Coffee,12,127.08,2025-08-12
Coffee,127,37.05,2025-08-06
Coffee,195,392.58,2025-07-01
Coffee,130,521.14,2025-07-24
Milk,43,471.21,2025-07-27
Milk,49,379.69,2025-08-07
Milk,7,169.18,2025-07-17
Milk,128,417.09,2025-06-27
Milk,177,503.34,2025-08-08
Milk,24,53.18,2025-08-08
Milk,56,214.95,2025-08-04
Milk,110,267.21,2025-07-15
Milk,117,74.36,2025-07-07
Milk,172,27.1,2025-06-27
Milk,154,567.35,2025-08-08
Milk,75,123.76,2025-08-07
Milk,22,327.45,2025-07-24
Milk,157,175.8,2025-08-02
Milk,93,498.4,2025-07-13
Butter,98,420.82,2025-07-20
Butter,178,72.58,2025-08-04
Butter,167,210.59,2025-08-13
Butter,128,351.13,2025-07-06
Butter,132,262.81,2025-08-11
Butter,175,258.56,2025-07-16
Butter,50,200.21,2025-07-31
Butter,195,340.89,2025-07-28
Butter,124,208.18,2025-07-07
Butter,80,34.61,2025-08-24
Butter,80,550.33,2025-08-08
Butter,86,384.44,2025-08-20
Butter,139,569.99,2025-08-06
Butter,92,210.23,2025-08-19
Butter,84,450.12,2025-06-28
Cheese,189,435.77,2025-08-12
Cheese,34,405.42,2025-07-26
Cheese,98,239.83,2025-08-02
Cheese,195,497.19,2025-08-13
Cheese,127,472.99,2025-07-17
Cheese,39,341.56,2025-08-10
Cheese,103,114.45,2025-08-16
Cheese,50,360.09,2025-08-08
Cheese,129,247.69,2025-08-09
Cheese,28,180.2,2025-07-22
Cheese,172,243.42,2025-07-02
Cheese,160,563.85,2025-07-24
Cheese,171,24.14,2025-06-29
Cheese,45,204.09,2025-07-16
Cheese,192,355.24,2025-06-28
Eggs,67,100.77,2025-08-07
Eggs,46,469.16,2025-06-28
Eggs,137,45.05,2025-07-22
Eggs,159,37.11,2025-08-16
Eggs,135,273.23,2025-06-30
Eggs,31,515.46,2025-08-01
Eggs,123,323.04,2025-07-07
Eggs,167,187.66,2025-08-10
Eggs,196,248.6,2025-08-24
Eggs,112,194.47,2025-07-29
Eggs,112,348.06,2025-07-31
Eggs,144,231.73,2025-07-03
Eggs,184,36.23,2025-07-20
Eggs,62,399.11,2025-08-06
Eggs,107,255.51,2025-06-27
Chicken Meat,75,101.18,2025-08-19
Chicken Meat,123,433.82,2025-07-23
Chicken Meat,121,132.03,2025-07-06
Chicken Meat,170,127.7,2025-07-26
Chicken Meat,81,185.34,2025-06-26
Chicken Meat,149,488.43,2025-08-17
Chicken Meat,182,136.26,2025-08-17
Chicken Meat,81,395.08,2025-08-12
Chicken Meat,100,81.91,2025-08-15
Chicken Meat,88,439.49,2025-08-19
Chicken Meat,20,413.95,2025-06-26
Chicken Meat,121,462.82,2025-07-22
Chicken Meat,143,135.86,2025-07-24
Chicken Meat,80,581.32,2025-08-21
Chicken Meat,115,30.51,2025-08-17
Beef,66,559.36,2025-06-30
Beef,23,348.47,2025-08-06
Beef,108,81.72,2025-08-07
Beef,182,568.1,2025-08-19
Beef,108,31.51,2025-08-25
Beef,160,500.41,2025-08-01
Beef,155,406.44,2025-07-02
Beef,125,157.82,2025-08-18
Beef,35,326.95,2025-08-23
Beef,141,81.69,2025-08-24
Beef,21,42.34,2025-07-08
Beef,119,233.14,2025-07-26
Beef,32,474.95,2025-07-19
Beef,81,128.67,2025-07-22
Beef,170,254.78,2025-07-24
Pork,93,40.73,2025-08-05
Pork,77,277.62,2025-08-22
Pork,70,563.06,2025-08-23
Pork,95,461.39,2025-07-01
Pork,150,399.36,2025-06-29
Pork,127,446.64,2025-06-29
Pork,196,493.36,2025-08-08
Pork,113,216.2,2025-07-20
Pork,110,17.61,2025-08-02
Pork,65,568.53,2025-07-21
Pork,16,106.52,2025-08-03
Pork,138,158.16,2025-08-06
Pork,169,387.52,2025-07-23
Pork,109,485.3,2025-08-19
Pork,135,486.99,2025-07-23
Fish,50,422.8,2025-08-15
Fish,133,282.02,2025-07-08
Fish,96,535.3,2025-07-02
Fish,100,314.55,2025-08-13
Fish,78,64.89,2025-07-08
Fish,200,303.07,2025-07-24
Fish,22,318.22,2025-08-04
Fish,82,192.53,2025-07-08
Fish,91,141.18,2025-08-17
Fish,57,201.5,2025-06-29
Fish,84,369.92,2025-08-04
Fish,114,28.95,2025-07-06
Fish,42,513.44,2025-07-07
Fish,85,238.44,2025-07-08
Fish,121,84.74,2025-07-15
Shrimp,145,464.29,2025-07-25
Shrimp,42,529.68,2025-07-17
Shrimp,55,261.92,2025-08-08
Shrimp,182,29.38,2025-08-22
Shrimp,25,158.22,2025-06-26
Shrimp,110,439.74,2025-06-29
Shrimp,83,320.23,2025-07-09
Shrimp,189,173.6,2025-06-27
Shrimp,191,258.95,2025-08-14
Shrimp,33,251.78,2025-06-26
Shrimp,196,84.55,2025-08-03
Shrimp,35,498.49,2025-07-03
Shrimp,124,124.94,2025-07-03
Shrimp,159,373.77,2025-08-04
Shrimp,172,327.57,2025-06-27
Cotton,61,32.31,2025-08-18
Cotton,82,405.38,2025-07-14
Cotton,40,161.62,2025-07-20
Cotton,155,272.21,2025-07-04
Cotton,99,243.6,2025-08-19
Cotton,15,129.43,2025-06-27
Cotton,60,306.83,2025-06-29
Cotton,180,422.39,2025-08-05
Cotton,66,57.95,2025-06-27
Cotton,119,75.46,2025-06-26
Cotton,10,237.93,2025-07-23
Cotton,60,519.12,2025-08-02
Cotton,192,253.39,2025-07-30
Cotton,54,537.53,2025-08-11
Cotton,40,342.37,2025-07-02
Wool,47,191.62,2025-08-14
Wool,192,583.78,2025-08-16
Wool,94,322.99,2025-07-25
Wool,23,92.17,2025-07-26
Wool,90,348.94,2025-08-21
Wool,107,575.97,2025-07-12
Wool,70,181.95,2025-07-07
Wool,196,277.03,2025-08-22
Wool,162,182.47,2025-06-29
Wool,154,404.69,2025-07-18
Wool,110,181.18,2025-07-18
Wool,105,242.27,2025-07-26
Wool,140,310.6,2025-07-03
Wool,86,301.35,2025-07-21
Wool,41,50.73,2025-08-24
Silk,195,489.62,2025-07-26
Silk,110,353.13,2025-07-19
Silk,139,422.66,2025-08-24
Silk,62,311.61,2025-07-27
Silk,44,520.61,2025-08-03
Silk,140,531.44,2025-08-21
Silk,127,367.91,2025-07-07
Silk,128,379.04,2025-08-15
Silk,140,277.19,2025-07-26
Silk,46,112.42,2025-08-13
Silk,21,171.47,2025-08-11
Silk,96,35.44,2025-08-16
Silk,173,435.45,2025-07-29
Silk,147,346.04,2025-06-26
Silk,9,566.81,2025-08-09
Leather,107,340.46,2025-08-12
Leather,69,256.9,2025-08-10
Leather,93,187.13,2025-07-26
Leather,182,229.34,2025-08-19
Leather,85,73.81,2025-06-27
Leather,106,273.35,2025-07-21
Leather,159,47.29,2025-08-16
Leather,45,576.79,2025-08-08
Leather,26,174.27,2025-07-04
Leather,189,22.5,2025-07-27
Leather,133,58.38,2025-06-29
Leather,156,349.55,2025-07-20
Leather,121,313.28,2025-08-20
Leather,22,171.22,2025-07-23
Leather,54,358.48,2025-08-21
Rubber,197,372.4,2025-07-03
Rubber,186,496.24,2025-07-16
Rubber,91,123.6,2025-06-28
Rubber,83,415.16,2025-07-18
Rubber,99,127.47,2025-08-13
Rubber,93,193.81,2025-08-17
Rubber,82,479.01,2025-07-29
Rubber,15,279.07,2025-08-19
Rubber,78,199.63,2025-06-27
Rubber,12,49.61,2025-08-05
Rubber,116,451.02,2025-08-20
Rubber,89,290.88,2025-07-10
Rubber,136,583.54,2025-08-17
Rubber,150,136.03,2025-07-19
Rubber,98,453.94,2025-08-10
Plastic Materials,120,141.31,2025-07-20
Plastic Materials,133,559.95,2025-08-16
Plastic Materials,19,121.38,2025-07-08
Plastic Materials,200,196.06,2025-07-13
Plastic Materials,124,283.6,2025-08-17
Plastic Materials,121,96.8,2025-08-01
Plastic Materials,21,398.95,2025-07-25
Plastic Materials,44,292.93,2025-07-12
Plastic Materials,197,201.31,2025-07-26
Plastic Materials,91,191.58,2025-07-07
Plastic Materials,94,57.6,2025-07-07
Plastic Materials,123,64.61,2025-07-02
Plastic Materials,65,121.74,2025-08-21
Plastic Materials,49,189.85,2025-07-02
Plastic Materials,153,594.33,2025-08-11
Aluminum,102,32.07,2025-07-24
Aluminum,86,503.95,2025-08-19
Aluminum,178,500.72,2025-07-12
Aluminum,115,597.31,2025-07-08
Aluminum,118,559.46,2025-08-15
Aluminum,79,82.21,2025-08-23
Aluminum,15,286.46,2025-07-28
Aluminum,78,518.38,2025-07-04
Aluminum,135,139.62,2025-07-06
Aluminum,121,440.16,2025-07-02
Aluminum,49,305.52,2025-08-04
Aluminum,97,406.28,2025-07-12
Aluminum,144,181.67,2025-07-25
Aluminum,46,209.65,2025-08-18
Aluminum,190,464.3,2025-06-27
Copper,175,40.58,2025-08-06
Copper,29,563.41,2025-07-01
Copper,159,162.03,2025-07-10
Copper,194,448.78,2025-07-13
Copper,76,181.15,2025-08-12
Copper,190,226.36,2025-07-09
Copper,88,234.51,2025-07-10
Copper,157,248.22,2025-06-30
Copper,65,448.35,2025-07-25
Copper,24,438.79,2025-08-16
Copper,109,49.96,2025-07-03
Copper,28,183.89,2025-08-12
Copper,16,271.67,2025-06-30
Copper,22,357.96,2025-08-14
Copper,45,331.07,2025-07-26
Iron Ore,192,86.55,2025-08-15
Iron Ore,33,502.65,2025-08-20
Iron Ore,74,291.69,2025-07-20
Iron Ore,71,481.74,2025-07-13
Iron Ore,136,58.65,2025-07-09
Iron Ore,36,290.04,2025-08-07
Iron Ore,16,286.38,2025-07-17
Iron Ore,187,42.25,2025-08-23
Iron Ore,50,150.93,2025-07-01
Iron Ore,159,206.35,2025-07-04
Iron Ore,180,252.71,2025-06-26
Iron Ore,186,87.07,2025-07-08
Iron Ore,53,555.57,2025-07-18
Iron Ore,27,351.38,2025-08-16
Iron Ore,23,568.56,2025-07-20
Steel Products,69,216.76,2025-07-14
Steel Products,116,567.99,2025-07-28
Steel Products,114,181.27,2025-07-20
Steel Products,185,508.04,2025-07-29
Steel Products,62,519.59,2025-08-08
Steel Products,193,128.23,2025-07-11
Steel Products,195,371.07,2025-07-15
Steel Products,105,366.71,2025-07-24
Steel Products,137,313.93,2025-06-27
Steel Products,179,354.63,2025-07-18
Steel Products,41,168.61,2025-08-13
Steel Products,31,480.39,2025-07-11
Steel Products,42,226.61,2025-07-28
Steel Products,43,449.83,2025-07-08
Steel Products,107,156.44,2025-07-29
Cement,87,355.64,2025-08-10
Cement,193,47.41,2025-07-29
Cement,139,287.49,2025-07-08
Cement,37,546.06,2025-07-10
Cement,157,217.13,2025-08-23
Cement,138,525.17,2025-07-15
Cement,177,497.45,2025-08-23
Cement,195,52.45,2025-07-24
Cement,106,504.02,2025-07-07
Cement,18,281.19,2025-08-24
Cement,193,450.03,2025-07-10
Cement,80,444.26,2025-07-21
Cement,100,526.78,2025-07-13
Cement,200,188.57,2025-07-05
Cement,124,341.67,2025-08-09
Glass,87,460.98,2025-08-13
Glass,13,282.72,2025-07-09
Glass,53,522.81,2025-07-11
Glass,62,532.77,2025-08-25
Glass,161,314.35,2025-07-02
Glass,90,420.9,2025-07-13
Glass,6,544.29,2025-08-13
Glass,137,137.65,2025-06-27
Glass,118,480.8,2025-08-05
Glass,38,459.29,2025-07-23
Glass,12,207,2025-07-17
Glass,105,183.71,2025-08-11
Glass,128,571.62,2025-08-16
Glass,101,240.82,2025-08-20
Glass,71,222.56,2025-08-15
Ceramic Tiles,85,409.45,2025-07-23
Ceramic Tiles,125,314.59,2025-06-30
Ceramic Tiles,155,153.26,2025-08-16
Ceramic Tiles,15,591.86,2025-07-03
Ceramic Tiles,177,385.15,2025-07-17
Ceramic Tiles,166,158.09,2025-07-10
Ceramic Tiles,145,341.64,2025-07-23
Ceramic Tiles,120,369.98,2025-08-02
Ceramic Tiles,168,127.2,2025-08-18
Ceramic Tiles,55,171.03,2025-07-10
Ceramic Tiles,15,288.71,2025-07-09
Ceramic Tiles,20,87.17,2025-08-24
Ceramic Tiles,54,459.02,2025-08-12
Ceramic Tiles,64,286.26,2025-06-27
Ceramic Tiles,98,331.14,2025-06-27
Paints,148,287.88,2025-06-29
Paints,176,451.14,2025-08-09
Paints,155,109.61,2025-07-14
Paints,17,247.89,2025-08-16
Paints,84,131.53,2025-07-25
Paints,26,369.83,2025-08-25
Paints,33,36.51,2025-08-17
Paints,112,341.23,2025-08-22
Paints,126,366.94,2025-07-12
Paints,5,537.3,2025-07-09
Paints,184,467.64,2025-07-26
Paints,29,368.91,2025-08-14
Paints,188,222.49,2025-07-29
Paints,109,483.4,2025-08-13
Paints,174,31.94,2025-07-05
Detergents,30,362.1,2025-07-12
Detergents,60,140.89,2025-08-25
Detergents,41,394.13,2025-07-28
Detergents,115,262.28,2025-07-06
Detergents,119,178.45,2025-07-19
Detergents,31,80.38,2025-08-19
Detergents,53,225.67,2025-08-14
Detergents,72,85.21,2025-07-30
Detergents,181,389.73,2025-07-21
Detergents,85,213.53,2025-07-08
Detergents,194,60.04,2025-08-21
Detergents,41,123.8,2025-08-23
Detergents,78,501.41,2025-08-03
Detergents,107,485.61,2025-07-15
Detergents,156,470.64,2025-07-18
Soap,35,517.74,2025-07-02
Soap,114,385.36,2025-08-15
Soap,123,283.26,2025-07-07
Soap,35,429.03,2025-07-05
Soap,128,170.46,2025-07-02
Soap,149,170.46,2025-08-18
Soap,63,393.13,2025-08-22
Soap,16,181.16,2025-08-16
Soap,63,382.12,2025-08-01
Soap,19,57.34,2025-06-29
Soap,43,239.43,2025-08-06
Soap,12,408.65,2025-08-10
Soap,177,469.42,2025-07-01
Soap,61,545.19,2025-08-12
Soap,165,173.41,2025-07-19
Perfume,58,197.92,2025-07-07
Perfume,52,191.94,2025-07-07
Perfume,194,135.12,2025-07-29
Perfume,160,599.48,2025-06-28
Perfume,169,115.35,2025-08-13
Perfume,182,85.77,2025-08-01
Perfume,39,225.03,2025-07-14
Perfume,196,398.6,2025-07-22
Perfume,182,523.31,2025-07-14
Perfume,103,59.39,2025-07-13
Perfume,166,543.49,2025-07-06
Perfume,74,208.08,2025-06-26
Perfume,17,396.71,2025-08-20
Perfume,34,474.69,2025-08-07
Perfume,34,214.12,2025-08-24
Mobile Phones,130,59.73,2025-08-11
Mobile Phones,176,568.56,2025-07-24
Mobile Phones,123,308.88,2025-08-02
Mobile Phones,115,546.25,2025-08-24
Mobile Phones,108,425.42,2025-06-28
Mobile Phones,73,383.38,2025-08-05
Mobile Phones,64,261.35,2025-07-11
Mobile Phones,129,213.14,2025-07-12
Mobile Phones,88,293.69,2025-08-18
Mobile Phones,31,398.1,2025-07-31
Mobile Phones,161,369.45,2025-07-14
Mobile Phones,64,251.48,2025-08-15
Mobile Phones,90,575.36,2025-07-13
Mobile Phones,94,395.54,2025-07-03
Mobile Phones,157,385.45,2025-07-24
Laptops,90,218.81,2025-07-08
Laptops,143,337.87,2025-08-15
Laptops,88,572.16,2025-08-14
Laptops,28,74.03,2025-07-22
Laptops,89,408.67,2025-07-07
Laptops,130,449.39,2025-06-29
Laptops,27,315.08,2025-08-11
Laptops,43,534.71,2025-08-23
Laptops,49,434.92,2025-07-29
Laptops,182,246.65,2025-07-21
Laptops,181,66.28,2025-07-17
Laptops,182,362.97,2025-07-20
Laptops,125,439,2025-08-02
Laptops,95,420.86,2025-07-31
Laptops,154,167.84,2025-08-12
Television,169,219.91,2025-08-13
Television,43,272.6,2025-07-09
Television,169,424.92,2025-08-09
Television,174,107.97,2025-07-01
Television,69,138.61,2025-07-14
Television,8,464,2025-07-30
Television,166,332.29,2025-08-18
Television,99,442.49,2025-07-13
Television,109,425.67,2025-08-17
Television,162,430.01,2025-07-24
Television,87,187.13,2025-07-16
Television,148,558.94,2025-07-20
Television,76,259.83,2025-08-10
Television,55,33.24,2025-08-02
Television,146,116.01,2025-07-10
Camera,184,428.43,2025-07-14
Camera,108,493.83,2025-08-11
Camera,113,49.8,2025-08-25
Camera,50,230.45,2025-08-18
Camera,21,34.06,2025-07-04
Camera,159,292.22,2025-07-12
Camera,25,406.51,2025-07-05
Camera,8,110.04,2025-08-21
Camera,187,109.53,2025-07-30
Camera,114,564.25,2025-07-14
Camera,127,439.56,2025-07-09
Camera,84,373.1,2025-07-04
Camera,46,530.76,2025-07-22
Camera,25,171.07,2025-07-03
Camera,94,48.66,2025-08-20
Motor Vehicles,91,415.18,2025-07-21
Motor Vehicles,50,568.3,2025-07-28
Motor Vehicles,16,22.93,2025-08-15
Motor Vehicles,154,219.5,2025-07-28
Motor Vehicles,110,63.84,2025-08-23
Motor Vehicles,198,13.19,2025-08-12
Motor Vehicles,60,57.58,2025-07-28
Motor Vehicles,153,280.14,2025-08-06
Motor Vehicles,102,268.27,2025-07-21
Motor Vehicles,195,279.53,2025-06-28
Motor Vehicles,148,429,2025-08-25
Motor Vehicles,97,374.3,2025-07-25
Motor Vehicles,73,472.84,2025-08-16
Motor Vehicles,144,137.21,2025-07-06
Motor Vehicles,87,187.44,2025-08-19
Bicycles,149,148,2025-08-16
Bicycles,49,479.53,2025-07-31
Bicycles,131,483.08,2025-07-27
Bicycles,189,293.97,2025-07-29
Bicycles,27,425.63,2025-07-07
Bicycles,170,292.98,2025-07-10
Bicycles,86,31.68,2025-06-29
Bicycles,180,535.53,2025-07-29
Bicycles,103,587.19,2025-06-30
Bicycles,155,456.21,2025-07-18
Bicycles,182,207.64,2025-07-17
Bicycles,131,323.56,2025-08-17
Bicycles,160,553.13,2025-08-17
Bicycles,169,500.58,2025-08-15
Bicycles,101,440.42,2025-07-31
Tires,61,233.03,2025-08-17
Tires,149,179.58,2025-08-05
Tires,141,542.37,2025-08-05
Tires,29,101.36,2025-07-26
Tires,122,31.5,2025-07-17
Tires,27,219.01,2025-07-19
Tires,59,429.63,2025-08-25
Tires,177,192.87,2025-07-19
Tires,88,72.9,2025-07-02
Tires,169,323.68,2025-07-09
Tires,37,360.85,2025-07-27
Tires,130,255.86,2025-07-11
Tires,29,222.54,2025-07-26
Tires,190,559.93,2025-08-18
Tires,143,347.42,2025-08-07
Furniture,122,398.24,2025-08-05
Furniture,160,398.85,2025-07-16
Furniture,115,33.77,2025-08-21
Furniture,180,416.7,2025-07-22
Furniture,60,291.65,2025-07-20
Furniture,9,455.71,2025-07-02
Furniture,73,25.78,2025-06-29
Furniture,14,138.12,2025-08-25
Furniture,162,248.21,2025-08-10
Furniture,112,83.83,2025-08-18
Furniture,31,40.87,2025-07-04
Furniture,184,574.03,2025-08-03
Furniture,153,295.14,2025-07-07
Furniture,194,237.49,2025-08-03
Furniture,20,335.56,2025-08-07
Textile Fabrics,128,489.01,2025-07-05
Textile Fabrics,54,397.04,2025-08-16
Textile Fabrics,171,410.92,2025-06-30
Textile Fabrics,174,275.45,2025-08-11
Textile Fabrics,158,483.36,2025-07-11
Textile Fabrics,163,55.18,2025-07-20
Textile Fabrics,120,239.76,2025-07-25
Textile Fabrics,76,165.02,2025-07-17
Textile Fabrics,128,158.37,2025-06-28
Textile Fabrics,84,298.36,2025-08-24
Textile Fabrics,104,344.8,2025-07-15
Textile Fabrics,165,245.77,2025-06-27
Textile Fabrics,183,284.58,2025-06-26
Textile Fabrics,141,288.42,2025-08-20
Textile Fabrics,163,392.83,2025-07-10
Clothing,118,321.7,2025-08-13
Clothing,155,380.66,2025-07-20
Clothing,34,367.24,2025-07-30
Clothing,117,49.59,2025-06-29
Clothing,76,205.2,2025-07-01
Clothing,14,452.07,2025-08-17
Clothing,104,589.43,2025-08-08
Clothing,120,375.79,2025-07-31
Clothing,73,338.5,2025-07-28
Clothing,115,427.46,2025-07-19
Clothing,170,205.12,2025-08-16
Clothing,34,286.95,2025-08-18
Clothing,124,22,2025-08-21
Clothing,136,344.23,2025-08-04
Clothing,148,92.69,2025-06-30
Shoes,6,492.55,2025-07-16
Shoes,19,529.91,2025-07-18
Shoes,73,102.33,2025-08-07
Shoes,172,180.42,2025-07-24
Shoes,66,29.28,2025-07-02
Shoes,76,16.21,2025-07-12
Shoes,100,335.53,2025-08-13
Shoes,146,44.37,2025-07-22
Shoes,84,250.3,2025-07-31
Shoes,60,519.59,2025-08-05
Shoes,127,140.98,2025-07-15
Shoes,44,377.05,2025-08-11
Shoes,48,493.57,2025-08-14
Shoes,173,167.5,2025-08-02
Shoes,106,497.62,2025-08-15
Gold,78,28.77,2025-07-15
Gold,45,304.05,2025-08-15
Gold,117,361.26,2025-06-26
Gold,167,222.17,2025-06-29
Gold,183,245.1,2025-08-19
Gold,71,156.59,2025-08-12
Gold,84,453.9,2025-07-12
Gold,118,12.13,2025-07-23
Gold,183,68.64,2025-08-11
Gold,39,20.71,2025-07-12
Gold,139,88.58,2025-07-12
Gold,122,108.97,2025-07-23
Gold,103,304.2,2025-07-12
Gold,61,579.98,2025-07-15
Gold,91,201.7,2025-08-18
Silver,19,343.65,2025-07-15
Silver,43,449.48,2025-07-08
Silver,179,529.93,2025-08-22
Silver,19,527.67,2025-07-30
Silver,118,595.35,2025-08-24
Silver,123,291.83,2025-08-20
Silver,45,597.38,2025-08-22
Silver,89,293.2,2025-08-19
Silver,94,386.78,2025-06-30
Silver,13,290.37,2025-07-30
Silver,25,433.74,2025-07-29
Silver,110,442.42,2025-08-08
Silver,128,459.04,2025-07-24
Silver,63,530.15,2025-08-17
Silver,125,28.61,2025-07-30
Jewelry,159,400.89,2025-07-10
Jewelry,195,381.86,2025-07-20
Jewelry,172,63.84,2025-07-16
Jewelry,124,450.89,2025-07-16
Jewelry,195,332.25,2025-07-09
Jewelry,169,305.39,2025-06-26
Jewelry,175,382.12,2025-08-13
Jewelry,59,172.79,2025-07-10
Jewelry,168,309.11,2025-08-12
Jewelry,147,585.68,2025-07-17
Jewelry,44,591.41,2025-07-18
Jewelry,135,396.95,2025-07-29
Jewelry,182,582.56,2025-08-23
Jewelry,130,183.13,2025-07-02
Jewelry,54,142.74,2025-08-02
Toys,133,273.52,2025-07-26
Toys,173,596.32,2025-07-06
Toys,195,415.85,2025-08-17
Toys,66,545.71,2025-07-28
Toys,60,96.9,2025-07-25
Toys,88,327.52,2025-08-17
Toys,195,220.33,2025-07-18
Toys,19,507.8,2025-07-23
Toys,62,582.92,2025-07-23
Toys,74,536.24,2025-08-15
Toys,176,91.3,2025-07-13
Toys,57,322.43,2025-08-14
Toys,5,426.22,2025-07-09
Toys,114,108.85,2025-07-18
Toys,67,343.34,2025-07-07
Books,12,551.59,2025-07-30
Books,188,32.55,2025-07-10
Books,152,273.45,2025-07-12
Books,13,566.02,2025-08-20
Books,196,519.41,2025-07-21
Books,151,170.45,2025-08-16
Books,141,583.65,2025-07-21
Books,35,424.18,2025-08-11
Books,119,88.31,2025-07-14
Books,110,459.01,2025-08-22
Books,191,70.56,2025-08-12
Books,31,184.04,2025-07-17
Books,76,23.72,2025-08-16
Books,194,235.41,2025-07-01
Books,80,247.44,2025-06-29
Paper,175,540.77,2025-07-28
Paper,20,152.18,2025-07-11
Paper,132,109.52,2025-06-28
Paper,89,17.85,2025-08-15
Paper,137,116.43,2025-08-11
Paper,7,26.75,2025-07-19
Paper,64,145.36,2025-06-30
Paper,26,538.89,2025-08-15
Paper,98,303.36,2025-08-18
Paper,63,63.55,2025-07-17
Paper,83,150.81,2025-08-02
Paper,162,518.42,2025-06-28
Paper,30,161.19,2025-08-23
Paper,102,379.28,2025-07-02
Paper,73,400.18,2025-07-18
Stationery,13,477.8,2025-07-17
Stationery,52,303.01,2025-08-13
Stationery,70,471.29,2025-06-27
Stationery,13,338.24,2025-07-07
Stationery,116,261.93,2025-07-31
Stationery,6,15.06,2025-06-27
Stationery,184,82.06,2025-06-28
Stationery,75,171.35,2025-08-18
Stationery,176,400.94,2025-07-22
Stationery,197,461.86,2025-07-07
Stationery,45,492.3,2025-08-09
Stationery,154,83.85,2025-07-14
Stationery,150,534.31,2025-06-28
Stationery,125,16.31,2025-07-23
Stationery,99,596.39,2025-07-11
