product,quantity,price,date
Eggs,493,122.04,2025-07-08
Eggs,374,409.53,2025-03-26
Chicken Meat,470,118.17,2025-07-20
Chicken Meat,477,333.41,2025-08-10
Chicken Meat,389,427.21,2025-06-30
Chicken Meat,417,295.08,2025-02-14
Chicken Meat,100,116.25,2025-03-29
Chicken Meat,397,260.36,2025-01-23
Chicken Meat,23,46.26,2025-01-03
Chicken Meat,404,182.89,2024-10-01
Chicken Meat,319,25.96,2025-07-11
Chicken Meat,481,97.04,2025-06-06
Beef,48,251.13,2025-04-01
Beef,141,297.17,2024-11-04
Beef,150,175.4,2024-09-02
Beef,309,108.47,2025-03-23
Beef,61,199.98,2024-10-02
Beef,492,449.72,2025-01-31
Beef,268,476.55,2024-10-02
Beef,447,476.84,2025-08-19
Beef,29,414.46,2025-07-17
Beef,416,343.42,2025-03-10
Pork,301,67.83,2024-09-26
Pork,401,419.66,2025-06-12
Pork,472,291.32,2025-08-11
Pork,391,435.88,2025-04-08
Pork,470,227.62,2024-11-03
Pork,314,110.74,2025-02-10
Pork,242,75.56,2025-06-02
Pork,342,100.49,2025-05-25
Pork,145,166.31,2025-06-29
Pork,50,195.27,2025-03-03
Fish,30,197.3,2024-11-28
Fish,324,434.49,2025-08-12
Fish,367,12.29,2024-08-27
Fish,355,457.42,2024-09-04
Fish,247,203.94,2025-08-05
Fish,280,254.79,2024-08-24
Fish,31,187.26,2025-08-23
Fish,351,90.81,2025-04-22
Fish,461,123.96,2024-12-01
Fish,78,209.52,2024-10-24
Shrimp,115,486.73,2025-01-10
Shrimp,19,404.38,2025-02-27
Shrimp,420,42.79,2025-07-28
Shrimp,397,144.09,2025-04-23
Shrimp,474,454.34,2024-12-29
Shrimp,380,130.81,2025-06-02
Shrimp,68,404.14,2025-04-26
Shrimp,103,370.15,2025-04-30
Shrimp,447,355.48,2025-08-02
Shrimp,140,423.58,2024-12-31
Cotton,446,260.33,2024-11-11
Cotton,40,111.36,2024-10-01
Cotton,78,221.48,2024-11-16
Cotton,360,186.98,2024-10-15
Cotton,414,205.62,2024-11-13
Cotton,204,162.73,2025-02-27
Cotton,113,481.19,2024-10-28
Cotton,491,135.56,2024-12-31
Cotton,211,193.4,2025-02-28
Cotton,249,327.69,2025-07-26
Wool,127,27.33,2024-11-12
Wool,413,431.25,2024-11-18
Wool,300,472.81,2025-03-20
Wool,483,86.06,2024-11-10
Wool,384,170.35,2025-04-20
Wool,331,128.78,2025-06-21
Wool,119,38.53,2025-02-18
Wool,42,446.52,2025-01-31
Wool,355,42.3,2025-05-10
Wool,186,290.98,2024-08-26
Silk,210,349.47,2024-09-23
Silk,210,390.02,2024-08-25
Silk,138,59.56,2025-04-22
Silk,307,209.05,2025-01-10
Silk,63,112.41,2025-06-03
Silk,56,323.39,2025-07-03
Silk,309,347.51,2025-05-03
Silk,348,343.88,2025-01-12
Silk,406,63.41,2025-05-07
Silk,162,284.78,2025-01-07
Leather,206,168.55,2024-09-06
Leather,155,183.74,2025-04-10
Leather,196,265.01,2025-08-19
Leather,299,302.73,2024-12-01
Leather,470,296.49,2024-12-07
Leather,422,132.55,2025-02-07
Leather,313,131.51,2024-12-30
Leather,269,270.25,2025-06-19
Leather,245,24.62,2025-05-04
Leather,135,123.91,2025-08-22
Rubber,143,117.23,2024-09-17
Rubber,432,253.87,2025-05-17
Rubber,159,133.93,2024-11-11
Rubber,370,266.08,2025-07-24
Rubber,13,38.13,2025-03-01
Rubber,366,174.09,2024-11-08
Rubber,107,254.43,2025-07-11
Rubber,478,382.77,2025-08-09
Rubber,90,496.87,2025-01-03
Rubber,469,320.58,2024-12-05
Plastic Materials,140,336.45,2025-08-02
Plastic Materials,88,412.98,2024-10-24
Plastic Materials,251,222.17,2025-03-20
Plastic Materials,19,173.06,2025-08-19
Plastic Materials,366,314.35,2024-11-13
Plastic Materials,466,453.8,2025-04-23
Plastic Materials,441,338.47,2025-05-25
Plastic Materials,405,263.02,2025-01-14
Plastic Materials,409,348.61,2025-07-04
Plastic Materials,238,207.09,2024-11-29
Aluminum,426,361.14,2025-03-08
Aluminum,446,341.8,2025-08-23
Aluminum,399,48.61,2025-01-13
Aluminum,350,107.56,2025-05-02
Aluminum,150,383.92,2024-10-12
Aluminum,170,67.97,2024-08-31
Aluminum,86,49.79,2025-03-12
Aluminum,283,109.57,2025-04-26
Aluminum,141,234.7,2025-04-17
Aluminum,239,141.1,2024-08-30
Copper,395,395.64,2025-01-28
Copper,392,80.81,2025-02-06
Copper,58,61.62,2025-08-18
Copper,480,329.12,2025-08-02
Copper,239,416.31,2025-01-22
Copper,106,220.04,2025-08-06
Copper,372,428.74,2024-12-19
Copper,347,396.48,2025-01-22
Copper,34,276.53,2025-04-20
Copper,242,299.52,2025-05-28
Iron Ore,196,29.78,2025-08-16
Iron Ore,267,353.05,2025-03-27
Iron Ore,384,259.48,2025-01-14
Iron Ore,295,262.47,2025-01-02
Iron Ore,99,142.84,2024-09-27
Iron Ore,196,21.36,2025-03-07
Iron Ore,456,142.61,2025-01-17
Iron Ore,55,62.49,2025-04-02
Iron Ore,11,275.47,2024-10-23
Iron Ore,479,396.17,2024-11-21
Steel Products,150,22.07,2025-02-23
Steel Products,96,280.29,2025-01-30
Steel Products,165,301.8,2024-09-23
Steel Products,399,446.59,2025-02-28
Steel Products,397,373.72,2024-10-03
Steel Products,471,108.94,2025-05-21
Steel Products,49,16.75,2025-06-28
Steel Products,236,60.87,2024-09-02
Steel Products,296,294.72,2025-01-14
Steel Products,234,135.92,2025-03-07
Cement,454,266.97,2025-03-26
Cement,270,398.42,2025-05-23
Cement,118,394.61,2025-07-20
Cement,379,13,2024-11-07
Cement,332,205.22,2024-11-25
Cement,369,284.31,2025-06-13
Cement,442,39.86,2024-11-02
Cement,421,77.88,2024-11-18
Cement,51,232.54,2024-09-23
Cement,147,474.32,2025-04-06
Glass,205,251.82,2025-05-30
Glass,132,266.02,2025-07-17
Glass,196,200.93,2025-08-06
Glass,112,311.06,2024-12-13
Glass,113,60.65,2025-02-07
Glass,26,226.5,2024-11-01
Glass,94,417.8,2025-03-29
Glass,422,230.6,2025-03-30
Glass,451,105.67,2024-11-16
Glass,213,189.83,2024-10-13
Ceramic Tiles,16,324.49,2025-08-12
Ceramic Tiles,91,74.45,2025-06-18
Ceramic Tiles,442,248.08,2025-01-06
Ceramic Tiles,380,346.57,2025-01-12
Ceramic Tiles,184,428.2,2025-02-04
Ceramic Tiles,434,20.58,2025-04-14
Ceramic Tiles,480,123.72,2025-03-04
Ceramic Tiles,400,490.01,2025-05-22
Ceramic Tiles,403,439.17,2025-02-19
Ceramic Tiles,80,487.54,2025-02-17
Paints,280,100.12,2025-03-25
Paints,121,21.11,2025-04-01
Paints,491,42.59,2024-12-02
Paints,362,36.42,2024-12-22
Paints,27,431.47,2025-01-04
Paints,42,402.69,2024-09-25
Paints,443,353.2,2024-12-10
Paints,93,123.03,2025-02-15
Paints,463,287.56,2025-08-15
Paints,10,474.91,2024-09-13
Detergents,55,280.73,2025-05-10
Detergents,210,429.92,2025-03-11
Detergents,190,365.1,2025-01-11
Detergents,394,79.48,2025-01-10
Detergents,356,233.26,2024-10-09
Detergents,284,388.3,2024-12-15
Detergents,423,372.49,2024-11-28
Detergents,206,46.3,2024-11-05
Detergents,317,441.64,2025-03-13
Detergents,121,331.73,2024-10-08
Soap,85,478.63,2024-10-13
Soap,297,365.15,2025-01-13
Soap,435,36.3,2024-11-25
Soap,494,375.06,2024-12-27
Soap,300,10.41,2025-08-07
Soap,48,47.9,2025-03-05
Soap,51,74,2025-08-20
Soap,476,232.59,2025-03-22
Soap,415,373.74,2025-07-23
Soap,421,496.52,2024-10-09
Perfume,470,271.13,2025-06-09
Perfume,419,290.19,2024-09-10
Perfume,111,458.11,2024-10-07
Perfume,431,200.36,2024-10-12
Perfume,448,107.51,2024-12-09
Perfume,441,482.69,2024-09-06
Perfume,136,244.94,2024-09-02
Perfume,432,133.1,2025-06-27
Perfume,268,91.52,2025-03-30
Perfume,133,186.65,2025-03-29
Mobile Phones,94,485.3,2025-01-11
Mobile Phones,189,83.3,2025-03-07
Mobile Phones,289,284.13,2025-06-29
Mobile Phones,56,473.74,2025-01-05
Mobile Phones,65,107,2024-09-19
Mobile Phones,488,206.89,2025-03-19
Mobile Phones,420,441.65,2024-10-20
Mobile Phones,130,391.5,2024-11-06
Mobile Phones,180,325.78,2025-07-14
Mobile Phones,449,47.65,2024-12-22
Laptops,448,363.63,2024-10-24
Laptops,32,331.16,2025-01-20
Laptops,289,422.9,2025-02-23
Laptops,304,50.36,2025-01-18
Laptops,372,102.31,2025-06-16
Laptops,253,42.96,2024-10-07
Laptops,357,223.04,2024-08-26
Laptops,13,430.03,2025-02-26
Laptops,451,359.33,2025-05-07
Laptops,287,407.22,2025-06-27
Television,214,459.87,2025-04-10
Television,117,390.75,2025-01-12
Television,375,16.03,2024-12-10
Television,476,118.35,2025-08-08
Television,300,157.57,2025-02-08
Television,79,378.98,2025-07-31
Television,421,98.71,2025-03-09
Television,431,110.9,2025-05-01
Television,122,139.37,2025-04-30
Television,92,335.76,2025-01-03
Camera,387,417.55,2025-08-17
Camera,235,353.23,2025-04-02
Camera,274,214.74,2025-04-14
Camera,64,101.08,2024-09-22
Camera,282,189.33,2025-06-01
Camera,132,478.52,2025-03-06
Camera,407,246.98,2024-10-20
Camera,25,41.85,2025-06-23
Camera,70,372.96,2025-04-11
Camera,51,441.12,2024-10-05
Motor Vehicles,279,47.58,2024-08-25
Motor Vehicles,80,255.88,2025-05-07
Motor Vehicles,264,459.99,2025-05-27
Motor Vehicles,417,214.58,2024-09-10
Motor Vehicles,477,426.66,2025-03-24
Motor Vehicles,434,266.25,2024-10-03
Motor Vehicles,322,332.67,2024-12-11
Motor Vehicles,40,56.1,2025-06-03
Motor Vehicles,194,114.62,2025-01-17
Motor Vehicles,434,96.84,2025-05-24
Bicycles,333,308.54,2025-01-18
Bicycles,281,434.44,2025-08-04
Bicycles,217,411.07,2025-02-04
Bicycles,230,389.54,2025-05-08
Bicycles,462,357.57,2025-06-06
Bicycles,482,240.73,2025-04-11
Bicycles,89,117.19,2024-11-10
Bicycles,358,14.62,2024-12-06
Bicycles,388,287.45,2024-12-05
Bicycles,40,229.65,2025-03-02
Tires,450,63.55,2025-03-23
Tires,138,315.29,2025-02-10
Tires,277,371.41,2024-10-11
Tires,294,464.56,2025-05-12
Tires,61,199.24,2025-02-09
Tires,251,181.45,2025-04-20
Tires,476,162.26,2024-09-20
Tires,286,187.1,2024-09-17
Tires,412,281.98,2025-05-05
Tires,270,48.46,2024-12-26
Furniture,201,244.83,2025-01-07
Furniture,415,100.97,2025-03-25
Furniture,464,319.15,2025-08-21
Furniture,437,135.68,2024-11-02
Furniture,134,486.99,2025-01-16
Furniture,135,408.22,2025-01-09
Furniture,196,410.38,2025-08-05
Furniture,447,241.95,2025-02-12
Furniture,303,246.62,2024-11-04
Furniture,175,330.77,2025-08-07
Textile Fabrics,381,91.05,2024-12-17
Textile Fabrics,228,350.23,2025-02-08
Textile Fabrics,199,5.47,2025-01-03
Textile Fabrics,333,283.06,2024-12-01
Textile Fabrics,265,109.81,2025-08-20
Textile Fabrics,18,323.84,2025-02-25
Textile Fabrics,304,311.41,2024-12-25
Textile Fabrics,111,404.66,2025-06-17
Textile Fabrics,413,449.58,2025-06-21
Textile Fabrics,444,221.55,2025-04-05
Clothing,313,290.27,2024-12-26
Clothing,227,440.69,2024-11-02
Clothing,144,54.64,2025-04-12
Clothing,364,325.74,2025-05-03
Clothing,280,433.59,2024-09-29
Clothing,340,382.68,2025-06-15
Clothing,465,11.17,2024-12-08
Clothing,369,42.67,2024-08-27
Clothing,150,69.49,2025-01-23
Clothing,18,376.32,2025-01-12
Shoes,150,437.95,2025-07-09
Shoes,125,432.12,2025-02-20
Shoes,378,94.92,2025-01-28
Shoes,180,246.93,2025-01-19
Shoes,331,205.93,2024-11-25
Shoes,91,255.14,2025-07-09
Shoes,329,266.19,2025-05-28
Shoes,406,298.91,2025-05-19
Shoes,67,387.35,2025-07-05
Shoes,152,117.83,2024-11-22
Gold,345,120.63,2024-11-24
Gold,260,149.97,2025-06-23
Gold,82,478.48,2025-02-18
Gold,140,179.5,2025-04-11
Gold,267,214.04,2025-06-25
Gold,452,491.45,2024-09-05
Gold,482,346.55,2024-10-26
Gold,294,61.63,2024-11-28
Gold,69,86.38,2025-03-01
Gold,33,353.61,2025-01-24
Silver,481,395,2025-04-19
Silver,73,420.98,2025-01-27
Silver,406,68.69,2024-10-31
Silver,25,398.72,2025-05-02
Silver,251,75.86,2024-12-16
Silver,398,122.71,2025-04-25
Silver,67,309.94,2024-11-29
Silver,216,341.74,2025-02-05
Silver,312,191.53,2024-09-26
Silver,123,57.36,2025-05-08
Jewelry,118,344.67,2025-03-15
Jewelry,494,493.22,2025-04-16
Jewelry,261,209.62,2025-01-31
Jewelry,246,57.4,2025-03-08
Jewelry,139,321.37,2024-10-08
Jewelry,485,418.45,2025-07-10
Jewelry,251,160.41,2025-05-18
Jewelry,394,469.26,2024-08-30
Jewelry,20,368.87,2025-04-03
Jewelry,414,163.48,2025-04-04
Toys,327,429.5,2025-08-11
Toys,130,422.21,2025-06-23
Toys,291,125.4,2024-09-26
Toys,99,10.91,2025-08-01
Toys,460,395.39,2025-07-01
Toys,257,481.18,2025-06-22
Toys,374,475.41,2024-09-15
Toys,454,216.66,2025-03-10
Toys,142,245.83,2025-06-18
Toys,62,459.1,2024-11-06
Books,425,96.45,2025-08-23
Books,478,170.79,2025-04-22
Books,298,267.69,2025-02-06
Books,133,51.61,2025-04-15
Books,158,326.69,2024-11-25
Books,173,76.43,2025-01-04
Books,66,122.63,2025-05-08
Books,437,396.35,2025-06-21
Books,342,55.88,2024-08-25
Books,190,205.59,2024-12-05
Paper,244,76.34,2025-03-09
Paper,26,486.36,2024-10-18
Paper,471,250.05,2025-07-12
Paper,248,135.56,2025-04-08
Paper,105,19.92,2025-05-26
Paper,14,133.07,2025-04-13
Paper,247,390.73,2025-06-07
Paper,487,206.64,2024-10-29
Paper,298,342.22,2025-02-09
Paper,92,38.85,2025-07-05
Stationery,230,243.89,2025-06-16
Stationery,376,243.25,2024-09-06
Stationery,454,17.8,2025-02-21
Stationery,317,197.05,2024-10-11
Stationery,349,82.05,2025-07-09
Stationery,195,115.95,2025-06-28
Stationery,317,329.77,2025-01-12
Stationery,366,272.05,2025-07-18
Stationery,31,336.28,2024-10-23
Stationery,393,404.64,2025-07-08
